tweet_id,text,user_id,username,user_name,user_bio,followers_count,user_location,statuses_count,profile_url,created_at,retweet_count,favorite_count,reply_count,is_reply,tweet_url,search_phrase,matched_phrase,matched_keyword,match_distance,diagnosis,medications_found
1957356606557188437,"كنت اعاني من افكار انتحارية 
فوحده من الاشياء الي سويتها عشان احاول اوقف اني قلت ماراح انتحر الا لما اعرف وش نهايه العمالقه 
وعلى اول لحظه خلصت فيها المانقا جا ببالي انط من شاهق لان خلاص استوفيت الشرط وماعاد فيه رادع",1943125272909520896,bloo0oody,natasha hesse .last diary,Confidence is a preference for the habitual voyeur of what is known as parklife. مديرة بالسيلكون ڤالي,98,,1369,https://twitter.com/bloo0oody,Mon Aug 18 08:19:15 +0000 2025,0,0,1,False,https://twitter.com/bloo0oody/status/1957356606557188437,"""أعاني من أفكار انتحارية""",اعاني من,افكار انتحارية,1,suicidal,
1776947161952931928,@IQHakami دكتور إبراهيم تعالج اضطراب تشتت الانتباه للكبار أعاني من افكار انتحارية,1698913338544074752,FFt1432076,.,,4,,8,https://twitter.com/FFt1432076,Sun Apr 07 12:16:32 +0000 2024,0,0,0,False,https://twitter.com/FFt1432076/status/1776947161952931928,"""أعاني من أفكار انتحارية""",أعاني من,افكار انتحارية,1,suicidal,
1775486599079301324,"جاتني فترة كنت أعاني من أفكار انتحارية واكتئاب شديد 
الطبيبة النفسية كان ردها على كل شيء قلته حافظي على صلاتك وأذكارك وأعطتني قائمة أذكار أقرأها…. مو تقليلاً من الجانب الديني لكن مشكلتي كانت عضوية",1493073211965288449,LeenVII,Leen,Translator | ᾍδης | Antares | Sky | Photographer | Writer | Songs | Cats | Pluto’s daughter | 1937 | INFP-T | ONLY ME 🤍|,94,Kingdom of Saudi Arabia,2731,https://twitter.com/LeenVII,Wed Apr 03 11:32:46 +0000 2024,0,1,0,False,https://twitter.com/LeenVII/status/1775486599079301324,"""أعاني من أفكار انتحارية""",جاتني,أفكار انتحارية,19,suicidal,
1683464069980778498,@labayhapp اعاني من افكار انتحارية ، من هو افضل مختص لديكم ؟,1370752525197017094,Azzam_0x,عزام,,29,MBS,1070,https://twitter.com/Azzam_0x,Mon Jul 24 13:08:06 +0000 2023,0,0,1,False,https://twitter.com/Azzam_0x/status/1683464069980778498,"""أعاني من أفكار انتحارية""",اعاني من,افكار انتحارية,1,suicidal,
1614995134541709315,أعاني من أفكار انتحارية عنيفة,1497286357026230281,Hhb73853548,Hhb,#معتقلات_المنازل,27,,220,https://twitter.com/Hhb73853548,Mon Jan 16 14:36:59 +0000 2023,0,0,0,False,https://twitter.com/Hhb73853548/status/1614995134541709315,"""أعاني من أفكار انتحارية""",أعاني من,أفكار انتحارية,1,suicidal,
1611021877064916993,"انا و اسراء لما نتلم مع بعض بالليل 🫣.. كنت اعاني من الحزن و الشعور باللا قيمة فا اتلميت انا و اسراء سوا أصبحت اعاني من أفكار انتحارية 🙂😂👍🏻
انها حقا اخت و صديقة رائعة😂♥️
والله بحبها😂♥️
حاجه في منتهى الكوميديا السوداء اقسم بالله 😂😂😂",1248790379291435009,Rahmaelkabeer,Rahma Elkabeer,"⁩متى فتَحَ اللهُ لك باب الفهمِ في المنع عاد المنعُ عين العطاء🌸⁦
نحن احياء وللحلم بقية ولنا في واقع الحياةِ أملٌ في طِيِبِ حياة🌸♥️",121,"Giza, Egypt",4784,https://twitter.com/Rahmaelkabeer,Thu Jan 05 15:28:41 +0000 2023,0,2,0,False,https://twitter.com/Rahmaelkabeer/status/1611021877064916993,"""أعاني من أفكار انتحارية""",اعاني من,أفكار انتحارية,1,suicidal,
1954486194391162933,@alqabas انا اعاني من انتحار وظيفي🤣,1945803328106967040,01Abdul_razzaq,abdul Razzaq,♡︎ الله لايخَيَــب ظَـن عَبدًا ظَـن بهِ الخيـــرَ ..!,43,Kuwait,1572,https://twitter.com/01Abdul_razzaq,Sun Aug 10 10:13:15 +0000 2025,0,0,0,False,https://twitter.com/01Abdul_razzaq/status/1954486194391162933,"""أعاني من أنتحار""",اعاني من,انتحار,1,suicidal,
1924842055534043316,@MhmdShramh @oaljama والله اني اعاني من هذالمرض وفكرفي الانتحار,1833502025608278016,lshrny168344,الشهراني,,24,,1347,https://twitter.com/lshrny168344,Tue May 20 14:58:02 +0000 2025,0,0,0,False,https://twitter.com/lshrny168344/status/1924842055534043316,"""أعاني من الانتحار""",اعاني من,الانتحار,16,suicidal,
1592855437585846273,@Sofia02345 وانا من يوم ماكان عمري ١٣ كنت اعاني من نوبات اكتئاب واول محاوله انتحار لي كانت بعمر ١٤ وثاني محاوله يوم صار عمري ١٦ وثالث محاوله كان عمري ٢٠ وافهم ايش يعني الواحد يعاني نفسياً والي يصير بحق الترانس بيبول اجرام بدال لا يعلمونهم كيف يحبون جسدهم يقصون ويخيطون فيهم كأنهم دمى,1450003477556572162,t_aeray,ruba,,1,,390,https://twitter.com/t_aeray,Wed Nov 16 12:21:44 +0000 2022,0,0,0,False,https://twitter.com/t_aeray/status/1592855437585846273,"""أعاني من محاولة انتحار""",اعاني من,محاوله انتحار,19,suicidal,
999832648276152320,"حافة،
كل شيء يقف على الحافة،عقلي،صوتي،وعلكة المهرج،والمهرج ايضاً،وبعض الدموع تنظر الي،لم انا وحدي بالاسفل؟لم ينظرون الي بطريقة مريبة؟هل انا اعاني من محاولة انتحار فاشله؟.",3038164105,ii1888ii,BATboy,,58,Gotham,962,https://twitter.com/ii1888ii,Fri May 25 02:00:53 +0000 2018,0,0,0,False,https://twitter.com/ii1888ii/status/999832648276152320,"""أعاني من محاولة انتحار""",اعاني من,محاولة انتحار,1,suicidal,
1066108062006681600,-انا مريضة اكتئاب مزمن و حاد و عندي افكار انتحارية شديدة و روحت لدكاترة كتير و اخرهم الدكتورة قالت لازم اتحجز ف المستشفي علشان اتعالج و قالت هتكلم اهلي بنفسها لو حابة علشان كنت بروح من وراهم لأنهم زي معظم الناس شايفين الاكتئاب من منظور قومي صلي ركعتين و هتبقي كويسة !,1052546712059998208,yasmin_ahmed23,﮼آلـبـشمـھـنـدسـه’ھ 👷‍♀,-porgramming Engineer..👩‍💻 -After patience except for reparation..🤍🍃,363,"دمياط, مصر",1450,https://twitter.com/yasmin_ahmed23,Fri Nov 23 23:15:43 +0000 2018,0,2,1,False,https://twitter.com/yasmin_ahmed23/status/1066108062006681600,"""أنا أتعالج من أفكار انتحارية""",عندي,افكار انتحارية,1,suicidal,
1187272780372418560,@m__118d ي اخوان ودي انبهكم على اهمية العلاج النفسي له اهمية عظمى بعضكم يعتبره شي تافه ومايفيد الكل لكن ماراح تخسر شي انا شخص رحت لطبيب وقلتله اعاني من افكار انتحارية وتعبت ..الخ ووصفلي ادوية وبوصف الدوا نفسه مكتوب هذا السبب ترى اوقات يكون شعورك هذا طبيعي وكثير ناس تمر فيه بفترة بحياتها,927200787066998786,Secluded_man,Sometimes traditional,To young to feel this old,16,Lawyer,1108,https://twitter.com/Secluded_man,Thu Oct 24 07:41:03 +0000 2019,0,0,0,False,https://twitter.com/Secluded_man/status/1187272780372418560,"""أنا أعاني من أفكار انتحارية""",اعاني من,افكار انتحارية,1,suicidal,
1202195276104114176,آنسة ميسا .. أنا أعاني من انتحار الاكتئاب https://t.co/uPWvoPUZA7,1007227879976046592,kyrillosR7,✞κύριος𓂀𓁈𓀛,"بابا13/6/2019💔✝️ حفيد الملك اخناتون𓁈𓂀
مصطفي ديشو8/11/2022💔🥺
 'الثقافة لا تمنع أحدًا من أن يكون سافلًا !
الاهلي♥🦅",12340, Cairo ,75692,https://twitter.com/kyrillosR7,Wed Dec 04 11:57:44 +0000 2019,0,1,0,False,https://twitter.com/kyrillosR7/status/1202195276104114176,"""أنا أعاني من أنتحار""",أعاني من,انتحار,1,suicidal,
